id,keywords
255709.0,"[{'id': 516, 'name': 'child abuse'}, {'id': 3929, 'name': 'hope'}, {'id': 9672, 'name': 'based on a true story'}, {'id': 190327, 'name': 'sexual assault'}]"
129.0,"[{'id': 616, 'name': 'witch'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 2343, 'name': 'magic'}, {'id': 3762, 'name': 'darkness'}, {'id': 4652, 'name': 'bath house'}, {'id': 13153, 'name': 'spirit'}, {'id': 33465, 'name': 'parallel world'}, {'id': 155582, 'name': 'amusement park'}, {'id': 196509, 'name': 'youkai'}, {'id': 207695, 'name': 'japanese mythology'}, {'id': 210024, 'name': 'anime'}]"
496243.0,"[{'id': 5732, 'name': 'birthday party'}, {'id': 5752, 'name': 'private lessons'}, {'id': 9866, 'name': 'basement'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 10453, 'name': 'con artist'}, {'id': 11935, 'name': 'working class'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 14514, 'name': 'class differences'}, {'id': 17997, 'name': 'housekeeper'}, {'id': 18015, 'name': 'tutor'}, {'id': 18035, 'name': 'family'}, {'id': 33421, 'name': 'crime family'}, {'id': 198673, 'name': 'unemployed'}, {'id': 237462, 'name': 'wealthy family'}]"
389.0,"[{'id': 934, 'name': 'judge'}, {'id': 1417, 'name': 'jurors'}, {'id': 2118, 'name': 'sultriness'}, {'id': 2122, 'name': 'death penalty'}, {'id': 2123, 'name': 'father murder'}, {'id': 2124, 'name': 'puerto rico'}, {'id': 2142, 'name': 'anonymity'}, {'id': 3012, 'name': 'court case'}, {'id': 3772, 'name': 'heat'}, {'id': 6069, 'name': 'class'}, {'id': 6139, 'name': 'innocence'}, {'id': 6148, 'name': 'court'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 12999, 'name': 'black and white'}, {'id': 33519, 'name': 'courtroom'}, {'id': 214780, 'name': 'courtroom drama'}]"
632632.0,"[{'id': 6270, 'name': 'high school'}, {'id': 9914, 'name': 'slice of life'}, {'id': 13141, 'name': 'based on manga'}, {'id': 14534, 'name': 'relationship'}, {'id': 158718, 'name': 'lgbt'}, {'id': 210024, 'name': 'anime'}, {'id': 211722, 'name': 'shounen ai'}, {'id': 229074, 'name': 'josei'}]"
497.0,"[{'id': 531, 'name': 'southern usa'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 2501, 'name': 'death row'}, {'id': 2881, 'name': 'jail guard'}, {'id': 5571, 'name': 'great depression'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6259, 'name': 'psychopath'}, {'id': 8087, 'name': 'horror'}, {'id': 9774, 'name': 'prison guard'}, {'id': 9890, 'name': 'jail'}, {'id': 9950, 'name': 'thriller'}, {'id': 11263, 'name': 'electric chair'}, {'id': 13006, 'name': 'torture'}, {'id': 156597, 'name': 'magic realism'}, {'id': 167696, 'name': 'healing'}, {'id': 214548, 'name': '1930s'}, {'id': 239910, 'name': 'abuse of power'}]"
155.0,"[{'id': 849, 'name': 'dc comics'}, {'id': 853, 'name': 'crime fighter'}, {'id': 1308, 'name': 'secret identity'}, {'id': 2095, 'name': 'anti hero'}, {'id': 3151, 'name': 'scarecrow'}, {'id': 4426, 'name': 'sadism'}, {'id': 4630, 'name': 'chaos'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9537, 'name': 'joker'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 10291, 'name': 'organized crime'}, {'id': 14625, 'name': 'anti villain'}, {'id': 18023, 'name': 'criminal mastermind'}, {'id': 33518, 'name': 'district attorney'}, {'id': 33637, 'name': 'super power'}, {'id': 163074, 'name': 'super villain'}, {'id': 207268, 'name': 'neo-noir'}]"
680.0,"[{'id': 2231, 'name': 'drug dealer'}, {'id': 2792, 'name': 'boxer'}, {'id': 4076, 'name': 'massage'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9730, 'name': 'crime boss'}, {'id': 10104, 'name': 'dance competition'}, {'id': 11435, 'name': 'briefcase'}, {'id': 11436, 'name': 'redemption'}, {'id': 11442, 'name': 'heirloom'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 14604, 'name': 'theft'}, {'id': 157171, 'name': 'nonlinear timeline'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 255024, 'name': 'shared universe'}]"
122.0,"[{'id': 603, 'name': 'elves'}, {'id': 604, 'name': 'dwarf'}, {'id': 606, 'name': 'orcs'}, {'id': 611, 'name': 'hobbit'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 3301, 'name': 'suspicion'}, {'id': 3347, 'name': 'volcano'}, {'id': 3930, 'name': 'bravery'}, {'id': 6782, 'name': 'addiction'}, {'id': 9812, 'name': 'honor'}, {'id': 9920, 'name': 'royalty'}, {'id': 11173, 'name': 'troll'}, {'id': 14707, 'name': 'brutality'}, {'id': 162846, 'name': 'ghost'}, {'id': 177912, 'name': 'wizard'}, {'id': 207372, 'name': 'quest'}, {'id': 209220, 'name': 'live action and animation'}, {'id': 234213, 'name': 'sword and sorcery'}, {'id': 289761, 'name': 'middle-earth'}]"
13.0,"[{'id': 422, 'name': 'vietnam veteran'}, {'id': 458, 'name': 'hippie'}, {'id': 521, 'name': 'washington dc, usa'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 2957, 'name': 'vietnam war'}, {'id': 6054, 'name': 'friendship'}, {'id': 9673, 'name': 'love'}, {'id': 10235, 'name': 'family relationships'}, {'id': 162365, 'name': 'military'}, {'id': 162735, 'name': 'disability'}, {'id': 180204, 'name': 'wounded soldier'}, {'id': 187300, 'name': 'low iq'}, {'id': 190532, 'name': 'false history'}]"
429.0,"[{'id': 801, 'name': 'bounty hunter'}, {'id': 972, 'name': 'refugee'}, {'id': 1321, 'name': 'gold'}, {'id': 2095, 'name': 'anti hero'}, {'id': 2125, 'name': 'gallows'}, {'id': 2708, 'name': 'hitman'}, {'id': 6092, 'name': 'army'}, {'id': 9503, 'name': 'outlaw'}, {'id': 10950, 'name': 'shootout'}, {'id': 11426, 'name': 'moral ambiguity'}, {'id': 156212, 'name': 'spaghetti western'}]"
441130.0,"[{'id': 1994, 'name': 'wolf'}, {'id': 180084, 'name': 'werewolf child'}]"
40096.0,[]
11216.0,"[{'id': 629, 'name': 'sicily, italy'}, {'id': 886, 'name': 'movie business'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 5091, 'name': 'kiss'}, {'id': 9856, 'name': 'flashback'}, {'id': 10683, 'name': 'coming of age'}, {'id': 156597, 'name': 'magic realism'}, {'id': 173719, 'name': 'haunted by the past'}, {'id': 179428, 'name': 'censorship'}, {'id': 246529, 'name': 'nuovo cinema paradiso'}]"
346.0,"[{'id': 233, 'name': 'japan'}, {'id': 1462, 'name': 'samurai'}, {'id': 1938, 'name': 'sword'}, {'id': 4402, 'name': 'peasant'}, {'id': 4631, 'name': 'looting'}, {'id': 5329, 'name': 'rice'}, {'id': 5330, 'name': 'fencing'}, {'id': 5331, 'name': 'village'}, {'id': 6917, 'name': 'epic'}, {'id': 11426, 'name': 'moral ambiguity'}, {'id': 14643, 'name': 'battle'}, {'id': 33344, 'name': 'bandit'}, {'id': 33558, 'name': 'practice'}, {'id': 208244, 'name': '16th century'}]"
637.0,"[{'id': 131, 'name': 'italy'}, {'id': 483, 'name': 'riddle'}, {'id': 697, 'name': 'loss of loved one'}, {'id': 817, 'name': 'bookshop'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1631, 'name': 'concentration camp'}, {'id': 1755, 'name': 'fascism'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2428, 'name': 'deportation'}, {'id': 2433, 'name': 'jew persecution'}, {'id': 2652, 'name': 'nazi'}, {'id': 3061, 'name': 'national socialism'}, {'id': 3196, 'name': 'charade'}, {'id': 3197, 'name': 'riding a bicycle'}, {'id': 3206, 'name': 'story teller'}, {'id': 3207, 'name': 'concentration camp prisoner'}, {'id': 3737, 'name': 'dying and death'}]"
769.0,"[{'id': 242, 'name': 'new york city'}, {'id': 378, 'name': 'prison'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1196, 'name': 'florida'}, {'id': 1228, 'name': '1970s'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1857, 'name': 'irish-american'}, {'id': 2149, 'name': 'drug trafficking'}, {'id': 3149, 'name': 'gangster'}, {'id': 5565, 'name': 'biography'}, {'id': 9672, 'name': 'based on a true story'}, {'id': 9826, 'name': 'murder'}, {'id': 10291, 'name': 'organized crime'}, {'id': 10292, 'name': 'gore'}, {'id': 10391, 'name': 'mafia'}, {'id': 41523, 'name': 'brooklyn, new york city'}, {'id': 214983, 'name': 'crime epic'}, {'id': 214985, 'name': 'tampa, florida'}]"
311.0,"[{'id': 242, 'name': 'new york city'}, {'id': 314, 'name': 'life and death'}, {'id': 417, 'name': 'corruption'}, {'id': 542, 'name': 'street gang'}, {'id': 570, 'name': 'rape'}, {'id': 625, 'name': 'sadistic'}, {'id': 725, 'name': 'lovesickness'}, {'id': 739, 'name': 'sexual abuse'}, {'id': 802, 'name': 'regret'}, {'id': 947, 'name': 'prohibition era'}, {'id': 975, 'name': 'money laundering'}, {'id': 1632, 'name': 'opium'}, {'id': 3149, 'name': 'gangster'}, {'id': 6220, 'name': 'mafia boss'}, {'id': 9826, 'name': 'murder'}, {'id': 10937, 'name': 'memory'}, {'id': 13006, 'name': 'torture'}, {'id': 158967, 'name': 'brooklyn bridge'}, {'id': 160246, 'name': 'childhood friends'}, {'id': 207876, 'name': '1920s'}, {'id': 208992, 'name': '1960s'}, {'id': 214548, 'name': '1930s'}]"
572154.0,"[{'id': 6155, 'name': 'afterlife'}, {'id': 10614, 'name': 'tragedy'}, {'id': 10873, 'name': 'school'}, {'id': 195668, 'name': 'seinen'}, {'id': 209666, 'name': 'based on light novel'}, {'id': 210024, 'name': 'anime'}, {'id': 220800, 'name': 'time-manipulation'}, {'id': 245157, 'name': 'alternate universe'}]"
539.0,"[{'id': 612, 'name': 'hotel'}, {'id': 1443, 'name': 'clerk'}, {'id': 1859, 'name': 'arizona'}, {'id': 1879, 'name': 'shower'}, {'id': 2217, 'name': 'rain'}, {'id': 2669, 'name': 'motel'}, {'id': 9719, 'name': 'taxidermy'}, {'id': 10594, 'name': 'money'}, {'id': 11677, 'name': 'secretary'}, {'id': 12999, 'name': 'black and white'}, {'id': 13092, 'name': 'corpse'}, {'id': 13112, 'name': 'murderer'}, {'id': 14604, 'name': 'theft'}, {'id': 41329, 'name': 'mental illness'}, {'id': 155790, 'name': 'private detective'}, {'id': 156091, 'name': 'missing person'}, {'id': 233450, 'name': 'proto-slasher'}]"
92321.0,"[{'id': 6152, 'name': 'supernatural'}, {'id': 9914, 'name': 'slice of life'}, {'id': 13141, 'name': 'based on manga'}, {'id': 13153, 'name': 'spirit'}, {'id': 178856, 'name': 'folklore'}, {'id': 207695, 'name': 'japanese mythology'}, {'id': 210024, 'name': 'anime'}]"
378064.0,"[{'id': 1643, 'name': 'deaf'}, {'id': 6054, 'name': 'friendship'}, {'id': 6270, 'name': 'high school'}, {'id': 6733, 'name': 'bullying'}, {'id': 10683, 'name': 'coming of age'}, {'id': 13141, 'name': 'based on manga'}, {'id': 187056, 'name': 'woman director'}, {'id': 188953, 'name': 'sign languages'}, {'id': 210024, 'name': 'anime'}, {'id': 268784, 'name': 'japanese school'}]"
634649.0,"[{'id': 1701, 'name': 'hero'}, {'id': 5451, 'name': 'comic book'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}]"
532067.0,"[{'id': 2343, 'name': 'magic'}, {'id': 6152, 'name': 'supernatural'}, {'id': 9755, 'name': 'parody'}, {'id': 33465, 'name': 'parallel world'}, {'id': 170362, 'name': 'fantasy world'}, {'id': 195668, 'name': 'seinen'}, {'id': 195669, 'name': 'ecchi'}, {'id': 209666, 'name': 'based on light novel'}, {'id': 210024, 'name': 'anime'}, {'id': 227389, 'name': 'deity'}, {'id': 237451, 'name': 'isekai'}]"
510.0,"[{'id': 428, 'name': 'nurse'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1897, 'name': 'oregon, usa'}, {'id': 2574, 'name': 'lunatic asylum'}, {'id': 6054, 'name': 'friendship'}, {'id': 11612, 'name': 'hospital'}, {'id': 166726, 'name': 'female villain'}, {'id': 190939, 'name': 'shock treatment'}]"
704264.0,[]
644479.0,"[{'id': 10232, 'name': 'fame'}, {'id': 18001, 'name': 'rock band'}, {'id': 34265, 'name': 'heartbreak'}]"
550.0,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 825, 'name': 'support group'}, {'id': 851, 'name': 'dual identity'}, {'id': 1541, 'name': 'nihilism'}, {'id': 1721, 'name': 'fight'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 4142, 'name': 'insomnia'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9181, 'name': 'alter ego'}, {'id': 34117, 'name': 'cult film'}, {'id': 156761, 'name': 'split personality'}, {'id': 179173, 'name': 'quitting a job'}, {'id': 212803, 'name': 'dissociative identity disorder'}, {'id': 260426, 'name': 'self destructiveness'}]"
12477.0,"[{'id': 380, 'name': 'sibling relationship'}, {'id': 1899, 'name': 'hunger'}, {'id': 1956, 'name': 'world war ii'}, {'id': 4917, 'name': 'shelter'}, {'id': 11159, 'name': 'wartime'}, {'id': 165431, 'name': 'anti war'}, {'id': 210024, 'name': 'anime'}, {'id': 236343, 'name': 'orphan siblings'}, {'id': 241982, 'name': 'children in wartime'}]"
592350.0,"[{'id': 233, 'name': 'japan'}, {'id': 1701, 'name': 'hero'}, {'id': 9715, 'name': 'superhero'}, {'id': 14955, 'name': 'fighting'}, {'id': 33637, 'name': 'super power'}, {'id': 207826, 'name': 'shounen'}, {'id': 210024, 'name': 'anime'}]"
526702.0,"[{'id': 2398, 'name': 'narration'}, {'id': 274113, 'name': 'teenager horse relationship'}]"
14537.0,"[{'id': 233, 'name': 'japan'}, {'id': 236, 'name': 'suicide'}, {'id': 1293, 'name': 'asia'}, {'id': 1462, 'name': 'samurai'}, {'id': 9748, 'name': 'revenge'}, {'id': 9856, 'name': 'flashback'}, {'id': 12987, 'name': 'poverty'}, {'id': 18100, 'name': 'seppuku'}, {'id': 155198, 'name': 'ronin'}, {'id': 207941, 'name': '17th century'}, {'id': 214891, 'name': 'shogunate'}]"
598.0,"[{'id': 542, 'name': 'street gang'}, {'id': 1003, 'name': 'photographer'}, {'id': 1809, 'name': 'rio de janeiro'}, {'id': 2394, 'name': 'ghetto'}, {'id': 2987, 'name': 'gang war'}, {'id': 3149, 'name': 'gangster'}, {'id': 10683, 'name': 'coming of age'}, {'id': 187056, 'name': 'woman director'}]"
556574.0,"[{'id': 4344, 'name': 'musical'}, {'id': 5565, 'name': 'biography'}, {'id': 6415, 'name': 'stage show'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 160279, 'name': '18th century'}, {'id': 196684, 'name': 'revolutionary war'}, {'id': 197159, 'name': 'founding fathers'}, {'id': 206597, 'name': 'stage musical'}, {'id': 229756, 'name': 'filmed play'}, {'id': 230318, 'name': 'live theatre'}]"
324857.0,"[{'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 245157, 'name': 'alternate universe'}]"
4935.0,"[{'id': 334, 'name': 'flying'}, {'id': 616, 'name': 'witch'}, {'id': 2217, 'name': 'rain'}, {'id': 3098, 'name': 'castle'}, {'id': 3151, 'name': 'scarecrow'}, {'id': 5133, 'name': 'body exchange'}, {'id': 7315, 'name': 'hatter'}, {'id': 7397, 'name': 'bakery'}, {'id': 10028, 'name': 'steampunk'}, {'id': 10541, 'name': 'curse'}, {'id': 15001, 'name': 'demon'}, {'id': 210024, 'name': 'anime'}, {'id': 246466, 'name': 'based on young adult novel'}]"
630566.0,"[{'id': 314, 'name': 'life and death'}, {'id': 6564, 'name': 'terminal illness'}, {'id': 10163, 'name': 'cancer'}, {'id': 232260, 'name': 'aspiring musician'}]"
575813.0,"[{'id': 6733, 'name': 'bullying'}, {'id': 235031, 'name': 'bully victim'}]"
18491.0,"[{'id': 490, 'name': 'philosophy'}, {'id': 4458, 'name': 'post-apocalyptic future'}, {'id': 6255, 'name': 'insanity'}, {'id': 9685, 'name': 'futuristic'}, {'id': 10046, 'name': 'mecha'}, {'id': 194421, 'name': 'rebirth'}, {'id': 210024, 'name': 'anime'}]"
635302.0,"[{'id': 1721, 'name': 'fight'}, {'id': 2343, 'name': 'magic'}, {'id': 2800, 'name': 'psychology'}, {'id': 6152, 'name': 'supernatural'}, {'id': 10292, 'name': 'gore'}, {'id': 10349, 'name': 'survival'}, {'id': 10614, 'name': 'tragedy'}, {'id': 10683, 'name': 'coming of age'}, {'id': 13141, 'name': 'based on manga'}, {'id': 15001, 'name': 'demon'}, {'id': 15126, 'name': 'historical'}, {'id': 18035, 'name': 'family'}, {'id': 157512, 'name': 'mutilation'}, {'id': 177895, 'name': 'dark fantasy'}, {'id': 207826, 'name': 'shounen'}, {'id': 210024, 'name': 'anime'}, {'id': 254547, 'name': 'taisho'}]"
599.0,"[{'id': 613, 'name': ""new year's eve""}, {'id': 888, 'name': 'screenwriter'}, {'id': 931, 'name': 'jealousy'}, {'id': 1307, 'name': 'butler'}, {'id': 1565, 'name': 'loss of sense of reality'}, {'id': 2992, 'name': 'diva'}, {'id': 6262, 'name': 'delusion'}, {'id': 9807, 'name': 'noir'}, {'id': 11687, 'name': 'breaking the fourth wall'}, {'id': 12396, 'name': 'hollywood'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 12999, 'name': 'black and white'}, {'id': 41410, 'name': 'madness'}, {'id': 155507, 'name': 'aging actor'}, {'id': 157774, 'name': 'has been'}, {'id': 188647, 'name': 'silent film star'}, {'id': 237152, 'name': 'grandiose  behavior'}, {'id': 241404, 'name': 'kept man'}, {'id': 246610, 'name': 'movie studio'}]"
1891.0,"[{'id': 526, 'name': 'rebel'}, {'id': 803, 'name': 'android'}, {'id': 1423, 'name': 'asteroid'}, {'id': 1612, 'name': 'spacecraft'}, {'id': 2902, 'name': 'space battle'}, {'id': 3373, 'name': 'snowstorm'}, {'id': 3388, 'name': 'space colony'}, {'id': 10016, 'name': 'lightsaber'}, {'id': 11196, 'name': 'rebellion'}, {'id': 160134, 'name': 'the force'}, {'id': 161176, 'name': 'space opera'}, {'id': 178710, 'name': 'stormtrooper'}, {'id': 210346, 'name': 'wookie'}, {'id': 232452, 'name': 'jedi master'}, {'id': 232453, 'name': 'jedi training'}, {'id': 232454, 'name': 'droid'}]"
618344.0,"[{'id': 849, 'name': 'dc comics'}, {'id': 9715, 'name': 'superhero'}, {'id': 278698, 'name': 'superhéroes'}]"
447362.0,[]
640344.0,[]
423.0,"[{'id': 836, 'name': 'resistance'}, {'id': 1739, 'name': 'holocaust (shoah)'}, {'id': 1899, 'name': 'hunger'}, {'id': 1956, 'name': 'world war ii'}, {'id': 1968, 'name': 'prisoner of war'}, {'id': 2156, 'name': 'homeland'}, {'id': 2394, 'name': 'ghetto'}, {'id': 2428, 'name': 'deportation'}, {'id': 2433, 'name': 'jew persecution'}, {'id': 2434, 'name': 'liberation'}, {'id': 2435, 'name': 'warsaw ghetto'}, {'id': 2436, 'name': 'polish resistance'}, {'id': 2652, 'name': 'nazi'}, {'id': 5565, 'name': 'biography'}, {'id': 6029, 'name': 'concert'}, {'id': 10349, 'name': 'survival'}, {'id': 14641, 'name': 'based on memoir or autobiography'}, {'id': 14743, 'name': 'pianist'}, {'id': 21747, 'name': 'poland'}]"
244786.0,"[{'id': 242, 'name': 'new york city'}, {'id': 1416, 'name': 'jazz'}, {'id': 1523, 'name': 'obsession'}, {'id': 1640, 'name': 'conservatory'}, {'id': 2176, 'name': 'music teacher'}, {'id': 33896, 'name': 'montage'}, {'id': 170418, 'name': 'public humiliation'}, {'id': 176095, 'name': 'jazz band'}, {'id': 206298, 'name': 'young adult'}, {'id': 207739, 'name': 'music school'}, {'id': 268132, 'name': 'based on short film'}]"
73.0,"[{'id': 376, 'name': 'neo-nazism'}, {'id': 378, 'name': 'prison'}, {'id': 379, 'name': 'skinhead'}, {'id': 380, 'name': 'sibling relationship'}, {'id': 570, 'name': 'rape'}, {'id': 1755, 'name': 'fascism'}, {'id': 5301, 'name': 'brother'}, {'id': 6496, 'name': 'basketball'}, {'id': 9890, 'name': 'jail'}, {'id': 10873, 'name': 'school'}, {'id': 11105, 'name': 'swastika'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 18035, 'name': 'family'}, {'id': 41509, 'name': 'hate'}, {'id': 160910, 'name': 'xenophobia'}, {'id': 165583, 'name': 'interracial friendship'}, {'id': 191726, 'name': 'nazism'}]"
120.0,"[{'id': 603, 'name': 'elves'}, {'id': 604, 'name': 'dwarf'}, {'id': 606, 'name': 'orcs'}, {'id': 611, 'name': 'hobbit'}, {'id': 697, 'name': 'loss of loved one'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1261, 'name': 'river'}, {'id': 1262, 'name': 'mountain'}, {'id': 1960, 'name': 'mine'}, {'id': 2407, 'name': 'fireworks'}, {'id': 3098, 'name': 'castle'}, {'id': 3347, 'name': 'volcano'}, {'id': 5732, 'name': 'birthday party'}, {'id': 6464, 'name': 'uncle'}, {'id': 6782, 'name': 'addiction'}, {'id': 10718, 'name': 'fugitive'}, {'id': 14643, 'name': 'battle'}, {'id': 34079, 'name': 'death'}, {'id': 156783, 'name': 'blizzard'}, {'id': 177912, 'name': 'wizard'}, {'id': 189092, 'name': 'journey'}, {'id': 189093, 'name': 'ring'}, {'id': 209220, 'name': 'live action and animation'}, {'id': 234213, 'name': 'sword and sorcery'}, {'id': 289761, 'name': 'middle-earth'}]"
522924.0,"[{'id': 521, 'name': 'washington dc, usa'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 830, 'name': 'car race'}, {'id': 5484, 'name': 'reincarnation'}, {'id': 6054, 'name': 'friendship'}, {'id': 6075, 'name': 'sports'}, {'id': 10039, 'name': 'racing'}, {'id': 15162, 'name': 'dog'}, {'id': 18165, 'name': 'animal'}, {'id': 179574, 'name': 'race car driver'}, {'id': 240303, 'name': 'father daughter relationship'}, {'id': 258733, 'name': 'animal narrator'}]"
3782.0,"[{'id': 211, 'name': 'bureaucracy'}, {'id': 233, 'name': 'japan'}, {'id': 965, 'name': 'age difference'}, {'id': 1438, 'name': 'office'}, {'id': 1759, 'name': 'night life'}, {'id': 2875, 'name': 'sense of life'}, {'id': 5500, 'name': 'playground'}, {'id': 6953, 'name': 'obsequies'}, {'id': 6954, 'name': 'swing'}, {'id': 9957, 'name': 'loneliness'}, {'id': 34262, 'name': 'infatuation'}, {'id': 208997, 'name': 'bureaucrat'}]"
537061.0,"[{'id': 4344, 'name': 'musical'}, {'id': 11469, 'name': 'memory loss'}]"
914.0,"[{'id': 407, 'name': 'dictator'}, {'id': 928, 'name': 'hairdresser'}, {'id': 1453, 'name': 'amnesia'}, {'id': 1755, 'name': 'fascism'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2444, 'name': 'jewish ghetto'}, {'id': 2504, 'name': 'world war i'}, {'id': 2652, 'name': 'nazi'}, {'id': 2903, 'name': 'propaganda'}, {'id': 3061, 'name': 'national socialism'}, {'id': 3068, 'name': 'national socialist party'}, {'id': 6001, 'name': 'speech'}, {'id': 8201, 'name': 'satire'}, {'id': 12999, 'name': 'black and white'}, {'id': 158192, 'name': 'barbershop'}, {'id': 165431, 'name': 'anti war'}, {'id': 191027, 'name': 'fictitious country'}]"
